"","year","month","financial_year","state","loan_type","value_type","unit","series_type","housing_finance"
"315",2003,12,"2003-04","Australian Capital Territory","owner_occupier","Number","Number","Trend",1558
"316",2003,12,"2003-04","Total Australia","owner_occupier","Value","$ Millions","Trend",20533.4
"317",2003,12,"2003-04","New South Wales","owner_occupier","Value","$ Millions","Trend",7286.8
"318",2003,12,"2003-04","Victoria","owner_occupier","Value","$ Millions","Trend",4455.8
"319",2003,12,"2003-04","Queensland","owner_occupier","Value","$ Millions","Trend",4483.8
"320",2003,12,"2003-04","South Australia","owner_occupier","Value","$ Millions","Trend",1357.9
"321",2003,12,"2003-04","Western Australia","owner_occupier","Value","$ Millions","Trend",2108.6
"322",2003,12,"2003-04","Tasmania","owner_occupier","Value","$ Millions","Trend",295.7
"323",2003,12,"2003-04","Northern Territory","owner_occupier","Value","$ Millions","Trend",153.6
"324",2003,12,"2003-04","Australian Capital Territory","owner_occupier","Value","$ Millions","Trend",378.5
"325",2004,3,"2003-04","Total Australia","owner_occupier","Number","Number","Original",78336
"326",2004,3,"2003-04","New South Wales","owner_occupier","Number","Number","Original",21550
"327",2004,3,"2003-04","Victoria","owner_occupier","Number","Number","Original",16605
"328",2004,3,"2003-04","Queensland","owner_occupier","Number","Number","Original",17793
"329",2004,3,"2003-04","South Australia","owner_occupier","Number","Number","Original",7816
"330",2004,3,"2003-04","Western Australia","owner_occupier","Number","Number","Original",10650
"331",2004,3,"2003-04","Tasmania","owner_occupier","Number","Number","Original",1895
"332",2004,3,"2003-04","Northern Territory","owner_occupier","Number","Number","Original",872
"333",2004,3,"2003-04","Australian Capital Territory","owner_occupier","Number","Number","Original",1212
"334",2004,3,"2003-04","Total Australia","owner_occupier","Value","$ Millions","Original",17676
"335",2004,3,"2003-04","New South Wales","owner_occupier","Value","$ Millions","Original",5918
"336",2004,3,"2003-04","Victoria","owner_occupier","Value","$ Millions","Original",3866.9
"337",2004,3,"2003-04","Queensland","owner_occupier","Value","$ Millions","Original",3961.8
"338",2004,3,"2003-04","South Australia","owner_occupier","Value","$ Millions","Original",1251.7
"339",2004,3,"2003-04","Western Australia","owner_occupier","Value","$ Millions","Original",1925.3
"340",2004,3,"2003-04","Tasmania","owner_occupier","Value","$ Millions","Original",274.3
"341",2004,3,"2003-04","Northern Territory","owner_occupier","Value","$ Millions","Original",173.8
"342",2004,3,"2003-04","Australian Capital Territory","owner_occupier","Value","$ Millions","Original",310.6
"343",2004,3,"2003-04","Total Australia","owner_occupier","Number","Number","Seasonally Adjusted",83192
"344",2004,3,"2003-04","New South Wales","owner_occupier","Number","Number","Seasonally Adjusted",23565
"345",2004,3,"2003-04","Victoria","owner_occupier","Number","Number","Seasonally Adjusted",18148
"346",2004,3,"2003-04","Queensland","owner_occupier","Number","Number","Seasonally Adjusted",18124
"347",2004,3,"2003-04","South Australia","owner_occupier","Number","Number","Seasonally Adjusted",8133
"348",2004,3,"2003-04","Western Australia","owner_occupier","Number","Number","Seasonally Adjusted",11296
"349",2004,3,"2003-04","Tasmania","owner_occupier","Number","Number","Seasonally Adjusted",1927
"350",2004,3,"2003-04","Northern Territory","owner_occupier","Number","Number","Seasonally Adjusted",905
"351",2004,3,"2003-04","Australian Capital Territory","owner_occupier","Number","Number","Seasonally Adjusted",1293
"352",2004,3,"2003-04","Total Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",18993.8
"353",2004,3,"2003-04","New South Wales","owner_occupier","Value","$ Millions","Seasonally Adjusted",6645.1
"354",2004,3,"2003-04","Victoria","owner_occupier","Value","$ Millions","Seasonally Adjusted",4232.9
"355",2004,3,"2003-04","Queensland","owner_occupier","Value","$ Millions","Seasonally Adjusted",4044.9
"356",2004,3,"2003-04","South Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",1303.3
"357",2004,3,"2003-04","Western Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",2051.4
"358",2004,3,"2003-04","Tasmania","owner_occupier","Value","$ Millions","Seasonally Adjusted",281.6
"359",2004,3,"2003-04","Northern Territory","owner_occupier","Value","$ Millions","Seasonally Adjusted",180
"360",2004,3,"2003-04","Australian Capital Territory","owner_occupier","Value","$ Millions","Seasonally Adjusted",333.9
"361",2004,3,"2003-04","Total Australia","owner_occupier","Number","Number","Trend",85873
"362",2004,3,"2003-04","New South Wales","owner_occupier","Number","Number","Trend",24289
"363",2004,3,"2003-04","Victoria","owner_occupier","Number","Number","Trend",18565
"364",2004,3,"2003-04","Queensland","owner_occupier","Number","Number","Trend",19155
"365",2004,3,"2003-04","South Australia","owner_occupier","Number","Number","Trend",8224
"366",2004,3,"2003-04","Western Australia","owner_occupier","Number","Number","Trend",11322
"367",2004,3,"2003-04","Tasmania","owner_occupier","Number","Number","Trend",2074
"368",2004,3,"2003-04","Northern Territory","owner_occupier","Number","Number","Trend",874
"369",2004,3,"2003-04","Australian Capital Territory","owner_occupier","Number","Number","Trend",1375
"370",2004,3,"2003-04","Total Australia","owner_occupier","Value","$ Millions","Trend",19679.4
"371",2004,3,"2003-04","New South Wales","owner_occupier","Value","$ Millions","Trend",6874.4
"372",2004,3,"2003-04","Victoria","owner_occupier","Value","$ Millions","Trend",4322.9
"373",2004,3,"2003-04","Queensland","owner_occupier","Value","$ Millions","Trend",4259.7
"374",2004,3,"2003-04","South Australia","owner_occupier","Value","$ Millions","Trend",1334.6
"375",2004,3,"2003-04","Western Australia","owner_occupier","Value","$ Millions","Trend",2071.2
"376",2004,3,"2003-04","Tasmania","owner_occupier","Value","$ Millions","Trend",291.9
"377",2004,3,"2003-04","Northern Territory","owner_occupier","Value","$ Millions","Trend",172.6
"378",2004,3,"2003-04","Australian Capital Territory","owner_occupier","Value","$ Millions","Trend",349
"379",2004,6,"2003-04","Total Australia","owner_occupier","Number","Number","Original",82293
"380",2004,6,"2003-04","New South Wales","owner_occupier","Number","Number","Original",23236
"381",2004,6,"2003-04","Victoria","owner_occupier","Number","Number","Original",17705
"382",2004,6,"2003-04","Queensland","owner_occupier","Number","Number","Original",18144
"383",2004,6,"2003-04","South Australia","owner_occupier","Number","Number","Original",7978
"384",2004,6,"2003-04","Western Australia","owner_occupier","Number","Number","Original",10976
"385",2004,6,"2003-04","Tasmania","owner_occupier","Number","Number","Original",2043
"386",2004,6,"2003-04","Northern Territory","owner_occupier","Number","Number","Original",935
"387",2004,6,"2003-04","Australian Capital Territory","owner_occupier","Number","Number","Original",1281
"388",2004,6,"2003-04","Total Australia","owner_occupier","Value","$ Millions","Original",19653
"389",2004,6,"2003-04","New South Wales","owner_occupier","Value","$ Millions","Original",6891.4
"390",2004,6,"2003-04","Victoria","owner_occupier","Value","$ Millions","Original",4204
"391",2004,6,"2003-04","Queensland","owner_occupier","Value","$ Millions","Original",4259.6
"392",2004,6,"2003-04","South Australia","owner_occupier","Value","$ Millions","Original",1369.2
"393",2004,6,"2003-04","Western Australia","owner_occupier","Value","$ Millions","Original",2082.5
"394",2004,6,"2003-04","Tasmania","owner_occupier","Value","$ Millions","Original",306.1
"395",2004,6,"2003-04","Northern Territory","owner_occupier","Value","$ Millions","Original",185.5
"396",2004,6,"2003-04","Australian Capital Territory","owner_occupier","Value","$ Millions","Original",338.2
"397",2004,6,"2003-04","Total Australia","owner_occupier","Number","Number","Seasonally Adjusted",81231
"398",2004,6,"2003-04","New South Wales","owner_occupier","Number","Number","Seasonally Adjusted",22509
"399",2004,6,"2003-04","Victoria","owner_occupier","Number","Number","Seasonally Adjusted",17567
"400",2004,6,"2003-04","Queensland","owner_occupier","Number","Number","Seasonally Adjusted",18159
"401",2004,6,"2003-04","South Australia","owner_occupier","Number","Number","Seasonally Adjusted",7872
"402",2004,6,"2003-04","Western Australia","owner_occupier","Number","Number","Seasonally Adjusted",10678
"403",2004,6,"2003-04","Tasmania","owner_occupier","Number","Number","Seasonally Adjusted",1992
"404",2004,6,"2003-04","Northern Territory","owner_occupier","Number","Number","Seasonally Adjusted",955
"405",2004,6,"2003-04","Australian Capital Territory","owner_occupier","Number","Number","Seasonally Adjusted",1269
"406",2004,6,"2003-04","Total Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",19314.5
"407",2004,6,"2003-04","New South Wales","owner_occupier","Value","$ Millions","Seasonally Adjusted",6568.9
"408",2004,6,"2003-04","Victoria","owner_occupier","Value","$ Millions","Seasonally Adjusted",4186.2
"409",2004,6,"2003-04","Queensland","owner_occupier","Value","$ Millions","Seasonally Adjusted",4240.7
"410",2004,6,"2003-04","South Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",1334.4
"411",2004,6,"2003-04","Western Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",2034.6
"412",2004,6,"2003-04","Tasmania","owner_occupier","Value","$ Millions","Seasonally Adjusted",297.3
"413",2004,6,"2003-04","Northern Territory","owner_occupier","Value","$ Millions","Seasonally Adjusted",188.4
"414",2004,6,"2003-04","Australian Capital Territory","owner_occupier","Value","$ Millions","Seasonally Adjusted",330.9
"415",2004,6,"2003-04","Total Australia","owner_occupier","Number","Number","Trend",81962
"416",2004,6,"2003-04","New South Wales","owner_occupier","Number","Number","Trend",22517
"417",2004,6,"2003-04","Victoria","owner_occupier","Number","Number","Trend",18004
"418",2004,6,"2003-04","Queensland","owner_occupier","Number","Number","Trend",17922
"419",2004,6,"2003-04","South Australia","owner_occupier","Number","Number","Trend",8024
"420",2004,6,"2003-04","Western Australia","owner_occupier","Number","Number","Trend",11328
"421",2004,6,"2003-04","Tasmania","owner_occupier","Number","Number","Trend",1949
"422",2004,6,"2003-04","Northern Territory","owner_occupier","Number","Number","Trend",984
"423",2004,6,"2003-04","Australian Capital Territory","owner_occupier","Number","Number","Trend",1232
"424",2004,6,"2003-04","Total Australia","owner_occupier","Value","$ Millions","Trend",19312.1
"425",2004,6,"2003-04","New South Wales","owner_occupier","Value","$ Millions","Trend",6559.5
"426",2004,6,"2003-04","Victoria","owner_occupier","Value","$ Millions","Trend",4281.7
"427",2004,6,"2003-04","Queensland","owner_occupier","Value","$ Millions","Trend",4151.5
"428",2004,6,"2003-04","South Australia","owner_occupier","Value","$ Millions","Trend",1346.5
"429",2004,6,"2003-04","Western Australia","owner_occupier","Value","$ Millions","Trend",2131.8
"430",2004,6,"2003-04","Tasmania","owner_occupier","Value","$ Millions","Trend",294.6
"431",2004,6,"2003-04","Northern Territory","owner_occupier","Value","$ Millions","Trend",199.8
"432",2004,6,"2003-04","Australian Capital Territory","owner_occupier","Value","$ Millions","Trend",326.2
"433",2004,9,"2004-05","Total Australia","owner_occupier","Number","Number","Original",85151
"434",2004,9,"2004-05","New South Wales","owner_occupier","Number","Number","Original",22602
"435",2004,9,"2004-05","Victoria","owner_occupier","Number","Number","Original",19402
"436",2004,9,"2004-05","Queensland","owner_occupier","Number","Number","Original",18177
"437",2004,9,"2004-05","South Australia","owner_occupier","Number","Number","Original",8085
"438",2004,9,"2004-05","Western Australia","owner_occupier","Number","Number","Original",12651
"439",2004,9,"2004-05","Tasmania","owner_occupier","Number","Number","Original",1968
"440",2004,9,"2004-05","Northern Territory","owner_occupier","Number","Number","Original",1128
"441",2004,9,"2004-05","Australian Capital Territory","owner_occupier","Number","Number","Original",1194
"442",2004,9,"2004-05","Total Australia","owner_occupier","Value","$ Millions","Original",20433.8
"443",2004,9,"2004-05","New South Wales","owner_occupier","Value","$ Millions","Original",6743.6
"444",2004,9,"2004-05","Victoria","owner_occupier","Value","$ Millions","Original",4690.2
"445",2004,9,"2004-05","Queensland","owner_occupier","Value","$ Millions","Original",4284.8
"446",2004,9,"2004-05","South Australia","owner_occupier","Value","$ Millions","Original",1396.1
"447",2004,9,"2004-05","Western Australia","owner_occupier","Value","$ Millions","Original",2456.8
"448",2004,9,"2004-05","Tasmania","owner_occupier","Value","$ Millions","Original",312.5
"449",2004,9,"2004-05","Northern Territory","owner_occupier","Value","$ Millions","Original",230.7
"450",2004,9,"2004-05","Australian Capital Territory","owner_occupier","Value","$ Millions","Original",323.6
"451",2004,9,"2004-05","Total Australia","owner_occupier","Number","Number","Seasonally Adjusted",83231
"452",2004,9,"2004-05","New South Wales","owner_occupier","Number","Number","Seasonally Adjusted",21944
"453",2004,9,"2004-05","Victoria","owner_occupier","Number","Number","Seasonally Adjusted",18758
"454",2004,9,"2004-05","Queensland","owner_occupier","Number","Number","Seasonally Adjusted",18060
"455",2004,9,"2004-05","South Australia","owner_occupier","Number","Number","Seasonally Adjusted",8179
"456",2004,9,"2004-05","Western Australia","owner_occupier","Number","Number","Seasonally Adjusted",12295
"457",2004,9,"2004-05","Tasmania","owner_occupier","Number","Number","Seasonally Adjusted",1971
"458",2004,9,"2004-05","Northern Territory","owner_occupier","Number","Number","Seasonally Adjusted",1092
"459",2004,9,"2004-05","Australian Capital Territory","owner_occupier","Number","Number","Seasonally Adjusted",1172
"460",2004,9,"2004-05","Total Australia","owner_occupier","Value","$ Millions","Seasonally Adjusted",19931
"461",2004,9,"2004-05","New South Wales","owner_occupier","Value","$ Millions","Seasonally Adjusted",6533.6
"462",2004,9,"2004-05","Victoria","owner_occupier","Value","$ Millions","Seasonally Adjusted",4537.6
"463",2004,9,"2004-05","Queensland","owner_occupier","Value","$ Millions","Seasonally Adjusted",4269.4
